"x"
"TRADD"
"C18orf32"
"RHOA"
"LITAF"
"FKBP1A"
"GSTP1"
"FLNA"
"RHOC"
"STAT1"
"UBE2V1"
"LGALS1"
"TERF2IP"
"HDAC1"
"DDX1"
"FLOT2"
"DHX15"
"SQSTM1"
"NFKBIA"
"UBE2N"
"IRAK1"
"BST2"
"GJA1"
"RELA"
"HSPB1"
"SLC20A1"
"PRDX4"
"PLK2"
"MYO18A"
"OPTN"
"BIRC2"
"BRD4"
"ABL1"
"RIOK3"
"ZMYND11"
"NUP62"
"CREBBP"
"EP300"
"LAMTOR5"
"FADD"
"S100A13"
"IRF3"
"TNFAIP3"
"TNFSF10"
"SIRPA"
"LTBR"
"CAV1"
"RASSF2"
"S100A4"
"TLE1"
"TRIM38"
"IFIT5"
"TRIM13"
"HMOX1"
"TRIM32"
"PPM1A"
"F2R"
"LPAR1"
"EDNRB"
"TRAF5"
"EDNRA"
"PDPK1"
"IKBKE"
"PLCG2"
"TGFBR3"
"BCL3"
"CARD8"
"ESR1"
"BCL10"
"S100A12"
"DNAJA3"
"WNT5A"
"REL"
"TLR3"
"XIAP"
"MAP3K7"
"CPNE1"
"TNIP1"
"LIMS1"
"TFRC"
"LTB"
"CUL1"
"TANK"
"TNFRSF1A"
"RBCK1"
"HUWE1"
"NFAT5"
"DDX21"
"MALT1"
"MID2"
"CFLAR"
"PARP1"
"PRDX1"
"FLOT1"
"VAPA"
"STAT3"
"PINK1"
"TSPAN6"
"MYD88"
"USP10"
"SLC39A8"
"TNFRSF10B"
"PPM1B"
"IKBKB"
"ECM1"
"TICAM2"
"FBXW11"
"AKAP13"
"CD74"
"CHUK"
"PRKCB"
"ATP2C1"
"RIPK1"
"CASP1"
"CARD10"
"RORA"
"VEGFA"
"BIRC3"
"TRIM5"
"CAPN3"
"TAB2"
"ANKRD17"
"MTDH"
"GAPDH"
"UFL1"
"ZDHHC17"
"ZC3HAV1"
"TRIM22"
"CYLD"
"CASP8"
"F2RL1"
"SECTM1"
"IRAK3"
"CD40"
"TRAF3IP2"
"SUMO4"
"ERC1"
"BTRC"
"TMSB4X"
"NDFIP1"
"TFG"
"AZI2"
"TMEM9B"
"RBX1"
"DDRGK1"
"GOLT1B"
"NKIRAS2"
"PELI1"
"TBK1"
"ZC3H12A"
"TRIM39"
"SIRT1"
"ZDHHC13"
"SNIP1"
"IRAK4"
"ECT2"
"NOD2"
"MAVS"
"GPR89A"
"TRIM8"
"APOL3"
"TRAF3"
"ZFAND6"
"PYCARD"
"CLEC7A"
"KLF4"
"TRIM52"
"WLS"
"PER1"
"CANT1"
"TNIP2"
"LIME1"
"TRIM62"
"CC2D1A"
"CX3CL1"
"DDX5"
"NDRG1"
"PTTG1IP"
"SOX4"
"CUL4A"
"MBTPS1"
"IER3"
"PPP1R10"
"TP53"
"RPA2"
"CDKN1A"
"MAPK14"
"SYF2"
"LYN"
"TOPBP1"
"E2F1"
"SP100"
"NBN"
"ZMPSTE24"
"STK38"
"MDC1"
"RNF8"
"CDK1"
"MYO6"
"GADD45A"
"CASP9"
"FOXO3"
"CDK2"
"PMAIP1"
"RAD1"
"CD44"
"BID"
"BRCA1"
"PPM1D"
"RAD9A"
"EEF1E1"
"CLOCK"
"FOXN3"
"BARD1"
"CHEK1"
"ATF2"
"MAP2K6"
"BLM"
"CDKN2A"
"ERCC6"
"RAD17"
"MUC1"
"PRKDC"
"CCND1"
"CCNG1"
"ATRX"
"DYRK1A"
"CDC5L"
"XPC"
"MSH2"
"CRY1"
"PTPN11"
"ATR"
"ATM"
"GIGYF2"
"KDM1A"
"FEM1B"
"SPRED2"
"PAXIP1"
"TTI1"
"SMYD2"
"SNAI2"
"TP53BP1"
"TWIST1"
"BRCA2"
"TIPRL"
"GRB2"
"BRCC3"
"WAC"
"MIF"
"RPS27L"
"TRIAP1"
"MUS81"
"RFWD3"
"DTL"
"RINT1"
"CDK5RAP3"
"HIPK2"
"RNASEH2B"
"TTI2"
"ETAA1"
"TIPIN"
"PSMD10"
"UIMC1"
"TAOK3"
"CDC14B"
"DONSON"
"BABAM1"
"CEP63"
"INTS7"
"TELO2"
"RPL11"
"RPS7"
"RPL37"
"HINT1"
"HNRNPK"
"UBB"
"RPS15"
"RPL23"
"RPL5"
"RPS20"
"EIF5A"
"BAG6"
"TMEM109"
"USP7"
"SNW1"
"SGK1"
"PPP2R5C"
"TAF9"
"MTOR"
"KAT6A"
"MYC"
"HEXIM1"
"DDIT4"
"DYRK2"
"TP53BP2"
"BCL2"
"TOPORS"
"TRIM24"
"NUAK1"
"MLF1"
"BDKRB2"
"ING2"
"IFI16"
"POU4F1"
"AKT1"
"TP63"
"AURKA"
"NUPR1"
"AURKB"
"USP15"
"PML"
"CASP6"
"WWOX"
"HIPK1"
"MAPKAPK5"
"TP73"
"URI1"
"NOP2"
"PPP1R13B"
"PERP"
"CDIP1"
"PHLDA3"
"PAK1IP1"
"RNF34"
"ELL3"
"TAF9B"
"RRN3"
"PLD1"
"PARK7"
"GDI2"
"CFL1"
"FNTA"
"GABARAP"
"NUCB1"
"YWHAQ"
"GNB1"
"STMN1"
"RAP1B"
"DHCR24"
"SDCBP"
"TGM2"
"MFN2"
"TNFAIP1"
"RAF1"
"ARHGDIB"
"ARHGEF12"
"CUL3"
"PPP2CB"
"GBF1"
"RHEB"
"G3BP1"
"NISCH"
"FXR1"
"NET1"
"USO1"
"LIPA"
"COL3A1"
"GDI1"
"FARP1"
"RALB"
"ARHGAP1"
"CRK"
"BCR"
"ITGAV"
"RAP1A"
"COL1A2"
"NOTCH2"
"CTNNAL1"
"MAPRE2"
"ARHGEF7"
"FOXM1"
"EPS8"
"ARL3"
"NRAS"
"USP8"
"RFXANK"
"ROCK2"
"SHOC2"
"STAMBP"
"RALBP1"
"DENND4B"
"CYTH1"
"ARFGEF1"
"FAM13A"
"SSX2IP"
"RAPGEF2"
"RB1"
"BCL6"
"RHOG"
"DOCK1"
"ARF6"
"PSD4"
"PSD3"
"LZTR1"
"CCNA2"
"ARHGAP32"
"ABCA1"
"MET"
"SEMA4D"
"RAB4A"
"CD2AP"
"NUCB2"
"RAB21"
"ARHGAP29"
"RAP1GAP"
"KRAS"
"BCAR3"
"WASF1"
"RALGPS1"
"RGS19"
"RABIF"
"RAPGEF5"
"CDH13"
"FGD1"
"DOCK4"
"ARHGAP26"
"ARHGEF4"
"PLCE1"
"AGTR1"
"SH2B2"
"RASGRP1"
"DENND4C"
"OPHN1"
"KIF14"
"CSNK1A1"
"MAP4K4"
"OGT"
"ARHGAP12"
"ARHGEF2"
"NCKAP1"
"RRAS2"
"RAC1"
"CDC42"
"G3BP2"
"CYFIP1"
"TRIO"
"RALGDS"
"RGL2"
"TAX1BP3"
"CYTH2"
"FERMT2"
"CDC42EP3"
"ITSN1"
"SWAP70"
"SIAH2"
"IGF1"
"RGL1"
"RIN2"
"FBP1"
"RIT1"
"RHOD"
"SLIT2"
"RAB6C"
"RTN4"
"ARHGDIA"
"ITGB1"
"RHOB"
