"x"
"PARK7"
"RHOA"
"COX4I1"
"APP"
"PTGES3"
"LDHA"
"HK1"
"ACADVL"
"PPP1CC"
"PGK1"
"ACO2"
"TPI1"
"PPP1CA"
"NCOR1"
"UQCRC2"
"PGAM1"
"COX6A1"
"ALDOA"
"MDH1"
"PDHA1"
"HIF1A"
"PFKP"
"CYC1"
"SDHA"
"PFKL"
"PGD"
"COX8A"
"COX7C"
"MFN2"
"IDH1"
"NDUFB8"
"ENO1"
"PKM"
"COX7A2L"
"NDUFA5"
"ENO2"
"TRAP1"
"PPP1CB"
"CAT"
"COX6B1"
"TALDO1"
"PPIF"
"PUM2"
"IDH3B"
"GYG1"
"UQCRQ"
"COX7A2"
"IER3"
"GYS1"
"NDUFS3"
"TP53"
"COX6C"
"NDUFS5"
"LIPA"
"BNIP3"
"UQCRC1"
"ETFA"
"NDUFS2"
"PGM1"
"NDUFA6"
"SDHC"
"SDHD"
"WIPI2"
"RB1CC1"
"IDH3A"
"NDUFAB1"
"UQCR11"
"COX7B"
"ADSL"
"PPP1R2"
"EP300"
"UQCRH"
"UQCRHL"
"G6PD"
"MTOR"
"NDUFA1"
"COX5B"
"GNPDA1"
"PFKFB3"
"IDH3G"
"ACADM"
"ARL2"
"SDHB"
"GFPT1"
"PHKB"
"HMGCL"
"OXCT1"
"INPP5K"
"NNT"
"NDUFA7"
"GAA"
"SLC25A4"
"NDUFB7"
"DDIT4"
"EPM2AIP1"
"SUCLA2"
"HK2"
"NDUFV2"
"ETFB"
"DYRK2"
"PYGL"
"FH"
"NDUFS1"
"FOXK2"
"FECH"
"NDUFS8"
"MTFR1"
"CDK1"
"GBE1"
"IDE"
"NDUFB3"
"PRPS2"
"PSEN1"
"NDUFC1"
"BPGM"
"AGL"
"NDUFS6"
"NDUFB6"
"NDUFB5"
"FDX1"
"COX5A"
"HCCS"
"SLC25A13"
"WIPI1"
"KAT2B"
"PDIA5"
"COX17"
"SLC4A4"
"CEBPA"
"PPP1R3C"
"AK4"
"PIK3CA"
"SNCA"
"BID"
"PPP1R3D"
"CROT"
"SLC25A14"
"IRS1"
"GFPT2"
"ATP7A"
"EPM2A"
"SCO2"
"PER2"
"ZBTB20"
"ACAT1"
"UGP2"
"ETFDH"
"OAS1"
"FXN"
"TYRP1"
"UQCRB"
"NDP"
"COX6A2"
"NDUFB1"
"ACO1"
"HTR2A"
"AKT1"
"SORBS1"
"OGT"
"CYP1A2"
"RBPJ"
"FDXR"
"CYB561"
"GPI"
"VCP"
"PPP2CA"
"CS"
"TKT"
"NDUFV1"
"OXA1L"
"TMEM135"
"COMT"
"GABARAPL1"
"CYCS"
"UQCRFS1"
"PDHB"
"POR"
"NDUFA9"
"STAT3"
"UCP2"
"PINK1"
"MDH2"
"ISCU"
"WDR45B"
"DLD"
"IRS2"
"WDR45"
"NDUFA2"
"NUPR1"
"GHITM"
"NDUFS4"
"GRB10"
"MSH2"
"PHKA2"
"IGF1"
"DGUOK"
"IL10RB"
"ACOX1"
"FBP1"
"PHLDA2"
"LEPR"
"DHTKD1"
"GSK3B"
"IDH2"
"EIF6"
"PFKM"
"NDUFS7"
"IL6ST"
"COQ9"
"SUCLG2"
"DLAT"
"GAPDH"
"THAP11"
"RPIA"
"ATG12"
"ATG2A"
"COL6A1"
"PASK"
"INSR"
"SHMT2"
"CCNB1"
"SOD2"
"DLST"
"STOML2"
"COX7A2P2"
"CHCHD2"
"NDUFA4"
"NDUFA10"
"SUCLG1"
"BCL2L13"
"GIT1"
"NDUFC2"
"DERA"
"NDUFA8"
"UQCR10"
"NDUFB2"
"ARNT"
"NDUFB4"
"NDUFB11"
"PGLS"
"VPS54"
"AACS"
"DNAJC15"
"NDUFA3"
"CISD1"
"PANK2"
"OPN3"
"PID1"
"TEFM"
"ATG2B"
"ZBTB7A"
"COQ10B"
"SIRT6"
"NDUFA13"
"ADPGK"
"ATG3"
"RPE"
"ENOX2"
"SIRT3"
"RBKS"
"GSK3A"
"RFC2"
"HNRNPA1"
"YY1"
"KAT7"
"HNRNPD"
"HMGB1"
"ACTR2"
"ACTB"
"CCT7"
"CCT8"
"CCT4"
"CCT3"
"FUS"
"TRIM28"
"UBE2V2"
"SMARCC1"
"TERF2IP"
"PCNA"
"TNFAIP1"
"SMARCC2"
"CCT6A"
"STAT6"
"RUVBL2"
"DKC1"
"UBE2N"
"CTNNB1"
"RUVBL1"
"HMCES"
"PPP1R10"
"SMARCD2"
"CCT2"
"EGFR"
"MORF4L2"
"DPF2"
"CREBBP"
"BRD8"
"VPS72"
"CDKN1A"
"SMARCA5"
"UBE2B"
"USP1"
"DHX9"
"MYC"
"CYP1B1"
"BCL7B"
"MLH1"
"MCRS1"
"TNKS"
"FOXM1"
"SSBP1"
"TRRAP"
"ACTL6A"
"NBN"
"TIMELESS"
"RNF8"
"RFC5"
"MAP2K4"
"CCNA2"
"ST20"
"TERF1"
"TERF2"
"SKP2"
"IGF1R"
"XRCC1"
"ERCC1"
"PARN"
"RFC4"
"MAP3K4"
"RFC3"
"RAD51AP1"
"CEBPG"
"GCH1"
"DBF4"
"CDK2"
"POT1"
"CDC7"
"BRCA1"
"NEK2"
"MGMT"
"ING3"
"IL6"
"HNRNPA2B1"
"WRN"
"EREG"
"POLG2"
"RTEL1"
"SMARCA2"
"KAT5"
"NFRKB"
"TFRC"
"ERCC6"
"DDX11"
"RAD50"
"PARP1"
"RPS3"
"PRKDC"
"CCT5"
"CDC42"
"TCP1"
"SMARCA4"
"ATRX"
"CDKN1B"
"ANXA3"
"AURKB"
"TNFSF13"
"SLX1A"
"SLX1B"
"PML"
"CDT1"
"ATR"
"HSP90AA1"
"VEGFA"
"ATM"
"NFATC1"
"TOP2B"
"SMARCE1"
"SMARCB1"
"MAPK1"
"LPIN1"
"EP400"
"SPIDR"
"NEK7"
"WEE1"
"SMCHD1"
"PTPRC"
"PAXIP1"
"MAPKAPK5"
"TP53BP1"
"RIF1"
"RNF126"
"CD40"
"FGFR1"
"BRCC3"
"GNL3"
"MORF4L1"
"BAZ1A"
"FAF1"
"MEAF6"
"TNKS2"
"PELI1"
"MRGBP"
"RGCC"
"SIRT1"
"YEATS4"
"ARID1A"
"PNKP"
"PHF10"
"ACTR5"
"UCHL5"
"E2F8"
"TINF2"
"PBRM1"
"UIMC1"
"BABAM1"
"BRD7"
"KLF4"
"ATF1"
"PRKD2"
"WAS"
"NPAS2"
"TMEM161A"
"WRAP53"
"WDR48"
"RPL35"
"RPL11"
"RPL27"
"SART1"
"C1D"
"RPS24"
"RPL14"
"RPS6"
"RPS7"
"RPS25"
"NCL"
"RPL7"
"RPS27"
"RPS15"
"RPS21"
"RPS8"
"NOP56"
"RPL5"
"RPS16"
"EIF4A3"
"EBNA1BP2"
"GTF3A"
"PWP1"
"RPS17"
"NSA2"
"RIOK3"
"AK6"
"PES1"
"TCOF1"
"RPS19"
"POP4"
"NOL7"
"BMS1"
"KRR1"
"RPP30"
"UTP14C"
"UTP18"
"MPHOSPH6"
"NSUN5"
"FRG1"
"GTF3C2"
"DIMT1"
"PIN4"
"POP5"
"DDX10"
"LSM6"
"EXOSC9"
"GEMIN4"
"RPP38"
"DDX18"
"NOLC1"
"CDKN2A"
"EXOSC10"
"LAS1L"
"DDX17"
"DDX21"
"RPS14"
"PA2G4"
"RPS28"
"NHP2"
"EMG1"
"POP7"
"UTP3"
"EXOSC2"
"TBL3"
"DDX52"
"FBL"
"MAK16"
"PDCD11"
"FCF1"
"ZNHIT3"
"RBM34"
"EXOSC7"
"RRP1B"
"MPHOSPH10"
"URB1"
"TSR2"
"TSR3"
"GTF2H5"
"RPP40"
"METTL18"
"RPL35A"
"NGDN"
"NOP2"
"NOP14"
"WDR43"
"TAF1B"
"EXOSC8"
"DEDD"
"PELP1"
"DDX27"
"RPL7A"
"DDX56"
"TRMT112"
"YTHDF2"
"SPIN1"
"WBP11"
"POLR2E"
"PIH1D1"
"NAT10"
"NOP10"
"FTSJ3"
"TSR1"
"GTPBP4"
"NOL8"
"POLR1D"
"DROSHA"
"GTF3C3"
"ABT1"
"RPF1"
"PELO"
"WDR12"
"RIOK2"
"RCL1"
"HEATR1"
"TFB2M"
"SUV39H1"
"UTP6"
"NOL9"
"SIRT7"
"ESF1"
"WDR3"
"PAK1IP1"
"ZNHIT6"
"POLR1E"
"RRP15"
"IPPK"
"GAR1"
"DDX54"
"TFB1M"
"BRIX1"
"RBFA"
"NSUN3"
"WDR55"
"POLR1B"
"DDX47"
"TRMT61B"
"UTP14A"
"METTL5"
"IMP3"
"WDR74"
"NOL11"
"DDX49"
"ISG20"
"RRP7A"
"GTF3C1"
"GUK1"
"HINT1"
"GOT2"
"RAN"
"HSPA1A"
"HSPA1B"
"PAICS"
"LDHB"
"ATP6V1B2"
"GNAI3"
"ATP1B1"
"NME1"
"NME2"
"NQO1"
"PNP"
"IMPDH2"
"COASY"
"ATP6V1A"
"TJP2"
"TSPO"
"NNMT"
"MTHFD1"
"DLG1"
"PRPSAP1"
"AK1"
"PCK2"
"HPRT1"
"PAPSS2"
"DNM1L"
"APRT"
"DCK"
"SLC25A12"
"EPHA2"
"PRPSAP2"
"COX11"
"SULT1A1"
"ADCY7"
"NT5E"
"ME1"
"ENTPD4"
"TPST2"
"ADK"
"TPST1"
"KYNU"
"PDE4D"
"ADCY9"
"SAMHD1"
"ADA"
"PDE4A"
"CLPX"
"PARG"
"PDE10A"
"SULT2B1"
"VPS9D1"
"NME6"
"AK2"
"NUDT4"
"PDE4C"
"MFN1"
"SULT1A2"
"SLC4A7"
"AMPD3"
"PRPS1"
"HSPA8"
"ATIC"
"GOT1"
"NADK"
"SLC25A11"
"PAPSS1"
"NT5C2"
"ADCY3"
"ME2"
"PPAT"
"SULT1A3"
"SULT1A4"
"GART"
"GPD2"
"IDO1"
"PTHLH"
"RORA"
"TP53I3"
"CASK"
"NUDT3"
"RHOQ"
"OPA1"
"AMPD2"
"GPD1L"
"PDE8A"
"NME4"
"GMPS"
"TMSB4X"
"NAMPT"
"DCXR"
"GMPR2"
"FIS1"
"NUDT9"
"SLC25A22"
"PARP16"
"NMRK1"
"NT5C"
"OLA1"
"NUDT15"
"GTPBP1"
"NT5C1B"
"ATP6V0C"
"DNPH1"
"CTPS1"
"UMPS"
"RFK"
"UPP1"
"DPYD"
"UCK2"
"CMPK1"
"UCKL1"
"RNASEH2B"
"CTPS2"
"TARDBP"
"NPM1"
"HNRNPU"
"CALM1"
"CALM2"
"CALM3"
"DYNLL1"
"IQGAP1"
"GSTP1"
"DNAJA1"
"IPO7"
"TAF7"
"DUSP1"
"PPIA"
"PRNP"
"DUSP3"
"PRDX3"
"TSG101"
"ADAR"
"HSPB1"
"CIB1"
"SFRP1"
