"x"
"PARK7"
"RPL11"
"HSP90AB1"
"SNX3"
"OAZ1"
"MSN"
"APP"
"UBB"
"GABARAP"
"CTSA"
"XBP1"
"CD81"
"SF3B3"
"GPX1"
"LRP1"
"ODC1"
"HSPA1A"
"HSPA1B"
"PSME1"
"PSMD2"
"BCAP31"
"FLNA"
"PSME3"
"RAD23A"
"PSMF1"
"PSMC2"
"SMARCC1"
"ANXA2"
"USP9X"
"CDH1"
"NFE2L2"
"TIMP3"
"PSMD1"
"SNRNP70"
"RAD23B"
"PSMC4"
"BAG6"
"PSMC3"
"DAB2"
"CST3"
"PSMD3"
"CSNK2B"
"CUL4A"
"NQO1"
"USP7"
"EIF3H"
"IER3"
"TIMP1"
"USP14"
"PSMC6"
"PSME2"
"AZIN1"
"RELA"
"RYBP"
"UBXN1"
"PLK2"
"MYCBP2"
"EGFR"
"LDLR"
"TAF9"
"CUL4B"
"TRIB1"
"CYP51A1"
"PKD1"
"CSNK1E"
"UBE2K"
"ADAM9"
"NSF"
"KEAP1"
"TRIB2"
"DNAJB2"
"SMAD4"
"HMGCR"
"TNFAIP3"
"FOXO1"
"USP8"
"CDC20"
"WFS1"
"GCLC"
"SOX9"
"BAG5"
"CAV1"
"RGP1"
"MAPK9"
"DVL1"
"F8A1"
"F8A2"
"F8A3"
"IDE"
"MAD2L1"
"PSEN1"
"TNFRSF1B"
"SORL1"
"APC"
"CAMLG"
"CSNK2A2"
"FMR1"
"TRIM32"
"PTPN3"
"CEBPA"
"PSMC1"
"CDK2"
"RHBDD3"
"SNCA"
"SMAD7"
"EEF1A1"
"EPM2A"
"BARD1"
"USP13"
"SMAD3"
"ATXN3"
"LAMP3"
"ASB9"
"LRIG2"
"WNT5A"
"HFE"
"OPHN1"
"FOXF2"
"CSNK1A1"
"GLMN"
"AKT1"
"GIPC1"
"OGT"
"PPP2R3A"
"CSNK1D"
"LAPTM4B"
"AURKA"
"TMX1"
"SOCS5"
"DDB1"
"EZR"
"VCP"
"SUMO2"
"SUMO1"
"XPO1"
"CLU"
"FBXL5"
"PINK1"
"GABARAPL2"
"CDKN1B"
"SEC22B"
"NUPR1"
"BAG2"
"TNFSF12"
"PSMC5"
"CBLB"
"ITCH"
"IL33"
"TSPAN5"
"GSK3B"
"ZNF268"
"FYN"
"HSP90AA1"
"HGS"
"GGA3"
"RAB7A"
"CSNK2A1"
"SERPINE2"
"PSMD14"
"RDX"
"VGLL4"
"NEDD4L"
"DESI1"
"UFL1"
"TIPARP"
"RCHY1"
"ABCA2"
"APOE"
"NEDD4"
"TMF1"
"ROCK1"
"PAQR3"
"IRAK3"
"SGSM3"
"DEDD"
"UBQLN2"
"BTRC"
"HERPUD1"
"VPS35"
"WAC"
"NDFIP1"
"PIAS1"
"STUB1"
"FAF1"
"RBX1"
"TRIB3"
"DDRGK1"
"SNF8"
"ALAD"
"DTL"
"ATG7"
"VPS28"
"RHBDF1"
"CDK5RAP3"
"FBXW7"
"CHFR"
"TRIM39"
"SIRT1"
"WDR91"
"PBK"
"RNF128"
"FBXO2"
"ATRAID"
"NUDT15"
"PSMD10"
"SIRT6"
"DET1"
"UCHL5"
"BANP"
"USP25"
"HAMP"
"SIRT2"
"NDUFA13"
"EGLN2"
"N4BP1"
"PHF20L1"
"UBQLN4"
"MTM1"
"GGA1"
"GSK3A"
"RPS7"
"UBE2L3"
"PTTG1IP"
"SKP1"
"EPAS1"
"DNAJA1"
"RPL23"
"RPL5"
"HIF1A"
"UBE2V1"
"UBE2V2"
"UBA2"
"DDX3X"
"PPIA"
"IVNS1ABP"
"CUL3"
"CRTAP"
"COPS6"
"SOX4"
"SQSTM1"
"UBE2N"
"CTNNB1"
"COPS5"
"EGR1"
"LAPTM5"
"DAXX"
"BIRC2"
"COPS3"
"TSPO"
"ABL1"
"AIMP2"
"COPS8"
"BMI1"
"UBE2B"
"COPS2"
"ATG5"
"USP4"
"UBE2S"
"WBP1L"
"UBE2C"
"PIAS3"
"RPS2"
"PDCD6"
"OTUD4"
"SKP2"
"NMI"
"PTEN"
"TRIM21"
"RWDD3"
"PER2"
"BCL10"
"ISG15"
"DNAJA3"
"XIAP"
"CDKN2A"
"TNIP1"
"TANK"
"HUWE1"
"MALT1"
"RPS3"
"COPS7A"
"SIAH2"
"GPS2"
"PLAA"
"CRY1"
"BIRC3"
"HMG20B"
"CAPN3"
"UBE3A"
"UBE2D1"
"MTA1"
"HSPA5"
"WNK1"
"KDM1A"
"PAXIP1"
"DCUN1D4"
"FANCI"
"TCF25"
"PRMT3"
"CHP1"
"BEX4"
"HDAC3"
"TRIM44"
"GNL3"
"PEF1"
"SAE1"
"COPS4"
"SENP2"
"HMG20A"
"DERL1"
"ARNT"
"GTPBP4"
"PELI1"
"U2AF2"
"DCUN1D1"
"RNF111"
"SIRT7"
"ZC3H12A"
"FBXO5"
"DCUN1D2"
"SPHK1"
"NXN"
"NOD2"
"CDC14B"
"CEP63"
"SASH1"
"ARRB1"
"GNL3L"
"WDR48"
"HNRNPA1"
"RPS13"
"DDX5"
"KHDRBS1"
"SRSF9"
"ZPR1"
"TAF10"
"RNPS1"
"USP22"
"HNRNPK"
"HNRNPU"
"NCL"
"SRSF2"
"TMBIM6"
"CIRBP"
"PRDX6"
"TRA2B"
"FUS"
"RBM4"
"HNRNPH1"
"SON"
"SRSF7"
"HNRNPH2"
"MBNL1"
"SRRM1"
"HNRNPF"
"RBM5"
"WDR77"
"TIA1"
"GRSF1"
"SNW1"
"SRSF4"
"ACIN1"
"SRSF1"
"SUPT7L"
"SETX"
"CLK3"
"CELF2"
"KAT2A"
"PTBP1"
"SRPK1"
"TRRAP"
"RBM15B"
"POLR2A"
"SFSWAP"
"SRSF3"
"WTAP"
"SRPK2"
"NUP98"
"FAM50A"
"AKAP17A"
"MBNL2"
"KAT2B"
"SRSF10"
"ATXN7"
"TRA2A"
"RBM42"
"NOVA1"
"SRSF6"
"UPF3A"
"HNRNPH3"
"PTBP3"
"EXOSC10"
"PQBP1"
"RBPMS"
"RBM39"
"DDX17"
"SF1"
"RBM3"
"SAP18"
"C1QBP"
"RBM10"
"DYRK1A"
"CLNS1A"
"CELF1"
"NCBP1"
"PUF60"
"MAGOH"
"CLK4"
"UPF1"
"ZNF638"
"CDK11A"
"CDK11B"
"AHNAK"
"RBM25"
"RBFOX2"
"RBM12"
"PIK3R1"
"QKI"
"RBM38"
"YTHDC1"
"JMJD6"
"LARP7"
"RRP1B"
"REST"
"AHNAK2"
"SRSF8"
"TAF5L"
"RBMX"
"RBM8A"
"FASTK"
"CLK1"
"SUPT20H"
"RPS26"
"RBM47"
"SLC38A2"
"ARGLU1"
