"x"
"PARK7"
"DDX5"
"NONO"
"RPS7"
"HINT1"
"HNRNPK"
"APP"
"UBB"
"SOD1"
"P4HB"
"XBP1"
"PTTG1IP"
"GPX1"
"ARL6IP5"
"ATF4"
"MCL1"
"HSPA1A"
"TMBIM6"
"HYOU1"
"BCAP31"
"DNAJA1"
"HIF1A"
"MMP2"
"BCLAF1"
"EIF5A"
"NFE2L2"
"YBX3"
"FBXO7"
"HDAC1"
"DDX3X"
"ERP29"
"ENO1"
"BAG6"
"PPIA"
"STK25"
"TMEM109"
"IVNS1ABP"
"CUL3"
"TRAP1"
"CUL4A"
"PPIF"
"CTNNB1"
"BCL2L2"
"SNW1"
"SFPQ"
"IER3"
"LAPTM5"
"TP53"
"DAXX"
"HSPB1"
"BNIP3"
"PPP2R5C"
"ABL1"
"TAF9"
"EP300"
"CDKN1A"
"IFI27"
"MYC"
"CYP1B1"
"MLH1"
"PTPN1"
"CASP3"
"E2F1"
"DDIT4"
"NBN"
"WFS1"
"MSH6"
"S100A8"
"HSPE1"
"PLAGL2"
"DYRK2"
"SIAH1"
"BAG5"
"PPM1F"
"CAV1"
"CUL2"
"HTRA2"
"TP53BP2"
"MAP2K4"
"NCK2"
"EPHA2"
"TNFRSF1B"
"CUL5"
"S100A9"
"TAF6"
"POLB"
"CXCL12"
"BCL2"
"ITPR1"
"MAP3K5"
"TRIM32"
"MMP9"
"CASP9"
"TOPORS"
"PMAIP1"
"IFI6"
"FZD1"
"CD44"
"BID"
"BRCA1"
"IKBKE"
"NCK1"
"PTGS2"
"MELK"
"RAD9A"
"APAF1"
"BCL3"
"CARD8"
"ATF2"
"AIFM1"
"JAK2"
"BDKRB2"
"ING2"
"IFI16"
"POU4F1"
"AKT1"
"ERCC6"
"TP63"
"CUL1"
"ARHGEF2"
"TNFRSF1A"
"MUC1"
"PARP1"
"CD24"
"RPS3"
"PRKDC"
"CLU"
"STK24"
"CYCS"
"BECN1"
"PINK1"
"PRKRA"
"QRICH1"
"NUPR1"
"SFN"
"TNFRSF10B"
"CASP4"
"MSH2"
"USP15"
"CD74"
"PML"
"CASP6"
"FYN"
"WWOX"
"SIVA1"
"PLAUR"
"ATM"
"PDCD10"
"MLLT11"
"VDAC2"
"SERINC3"
"TPT1"
"GRINA"
"OPA1"
"PIK3R1"
"HIPK1"
"BCL2L1"
"KDM1A"
"CEBPB"
"MOAP1"
"PIK3CB"
"ACKR3"
"HRAS"
"SGMS1"
"NACC2"
"PTPN2"
"SNAI2"
"CYLD"
"TP73"
"URI1"
"BRCA2"
"SOD2"
"PPP1R13B"
"HERPUD1"
"PERP"
"MIF"
"RPS27L"
"FIS1"
"TRIB3"
"CDIP1"
"PARL"
"STYXL1"
"TRIAP1"
"PTPMT1"
"PHLDA3"
"EIF2AK3"
"FBXW7"
"SIRT1"
"HIPK2"
"DIABLO"
"ELL3"
"HELLS"
"CIDEB"
"USP47"
"TAF9B"
"PYCARD"
"DNAJC10"
"RRN3"
"BCL2L11"
"CASP2"
"PPP1R15A"
"HIP1R"
"TMEM161A"
"NOL3"
"SLC25A5"
"CTNNA1"
"PEA15"
"HSPA1B"
"GSTP1"
"PPP1CA"
"PSME3"
"CTTN"
"THBS1"
"RAF1"
"CTSC"
"ITGA6"
"RELA"
"RB1CC1"
"SFRP1"
"ZMYND11"
"BMI1"
"CTSH"
"ITGAV"
"FADD"
"TNFAIP3"
"ATF3"
"TNFSF10"
"SLC25A4"
"SP100"
"PPP2R1B"
"GCLC"
"LTBR"
"RB1"
"MAPK9"
"LMNA"
"PSEN1"
"STX4"
"CSNK2A2"
"HMOX1"
"TPD52L1"
"PCGF2"
"GCLM"
"ACVR1"
"STK3"
"RPS6KB1"
"MNT"
"NR4A2"
"MAL"
"FAS"
"EEF1E1"
"SRPX"
"SLC35F6"
"MAPK8IP2"
"BCL10"
"FXN"
"WNT5A"
"HYAL2"
"LTB"
"RBCK1"
"CFLAR"
"PDIA3"
"HMGB2"
"PAK2"
"LGALS3"
"MAGED1"
"AATF"
"GHITM"
"SIAH2"
"TNFSF12"
"IGF1"
"CRADD"
"RIPK1"
"GSK3B"
"STK4"
"AR"
"PRDX2"
"CSNK2A1"
"SLC25A6"
"NRP1"
"FEM1B"
"PHIP"
"PTPRC"
"NF1"
"TCF7L2"
"YAP1"
"G0S2"
"FGFR1"
"TMBIM1"
"FAF1"
"ACSL5"
"TNFRSF12A"
"TMEM14A"
"TRIM39"
"DEPTOR"
"RNF34"
"PSMD10"
