"x"
"TBK1"
"S100A14"
"DDX60"
"RNF34"
"IFIH1"
"SLAMF8"
"SUSD4"
"POLR3B"
"HCFC2"
"IRAK4"
"NOD2"
"MAVS"
"SIRT2"
"RNF170"
"TRIM6"
"ABHD17A"
"TRAF3"
"PYCARD"
"CLEC7A"
"YTHDF3"
"N4BP1"
"CEP63"
"LRRC14"
"TRAFD1"
"SPSB3"
"TNIP2"
"MARK4"
"TRIM62"
"LRCH4"
"YY1"
"SOD1"
"RAF1"
"STAT6"
"CTNNB1"
"HMCES"
"TP53"
"LIPA"
"ABL1"
"UNG"
"SRF"
"MAP2K2"
"MLH1"
"MAP2K1"
"CCNB2"
"NBN"
"MSH6"
"ZMPSTE24"
"LTBR"
"BCL6"
"RNF8"
"JARID2"
"HES1"
"PSEN1"
"CD2AP"
"POLB"
"BCL2"
"ERCC1"
"PCYT1A"
"TOX"
"EPHB3"
"ADA"
"RCBTB2"
"MAD1L1"
"BCL3"
"XRCC4"
"LRRC17"
"SMAD3"
"ADAM17"
"IL7R"
"MSH3"
"IL15"
"BRAF"
"TFRC"
"LTB"
"PITX2"
"POLQ"
"SUPT6H"
"TGFBR2"
"TCF3"
"LMO4"
"SWAP70"
"MSH2"
"TNFSF13"
"GATA3"
"CBLB"
"IDO1"
"ATM"
"PRDX2"
"PBX1"
"CRKL"
"ASXL1"
"MCM3AP"
"MAPK1"
"PTPRC"
"PHLPP1"
"PAXIP1"
"TP53BP1"
"ZBTB1"
"RIF1"
"RC3H1"
"CD40"
"TRAF3IP2"
"NDFIP1"
"MAFB"
"XKR8"
"PPP2R3C"
"CD248"
"RBM15"
"BCL11B"
"DCLRE1C"
"PCID2"
"RC3H2"
"CTNNBL1"
"LEF1"
"BCL2L11"
"GPX1"
"GNAS"
"CD59"
"ANXA1"
"LGALS1"
"PSMA1"
"COL3A1"
"CD55"
"PLK2"
"PSMB4"
"BCR"
"PPP3CB"
"MAPK14"
"AHR"
"YES1"
"IL4R"
"ARG2"
"SMAD7"
"FGL2"
"SPINK5"
"HFE"
"SLAMF1"
"CD80"
"CD46"
"SOCS5"
"LGALS3"
"TNFRSF14"
"CD69"
"IL33"
"TRIM27"
"UFL1"
"WDR41"
"MKRN2"
"ZC3H12A"
"DUSP22"
"RHBDF2"
"SAMSN1"
"SART1"
"RHOA"
"PRKAR1A"
"XBP1"
"CD81"
"ACTB"
"SMARCC1"
"GPNMB"
"PRNP"
"SMARCC2"
"FLOT2"
"SOX4"
"JUNB"
"DUSP3"
"DLG5"
"PNP"
"LAPTM5"
"SMARCD2"
"B2M"
"SDC4"
"BRD4"
"KAT2A"
"BMI1"
"MTOR"
"CSK"
"CBFB"
"PPP3CA"
"DLG1"
"ACTL6A"
"EFNB2"
"CASP3"
"DHPS"
"SIRPA"
"NCK2"
"TNFRSF1B"
"RARA"
"VCAM1"
"PAWR"
"FOXO3"
"ZP3"
"RUNX3"
"PIK3CA"
"CD83"
"BID"
"NCK1"
"SASH3"
"MAP3K8"
"IL6"
"TCF7"
"BTN2A2"
"FGL1"
"TYK2"
"CD2"
"JAK2"
"SOCS6"
"EGR3"
"IL18"
"SMARCA2"
"AP3D1"
"TNFSF9"
"HSPH1"
"CDKN2A"
"GLMN"
"TNFRSF9"
"LAX1"
"MALT1"
"CD24"
"BRD2"
"RPS3"
"SMARCA4"
"THY1"
"IGF1"
"CD74"
"RUNX1"
"CD47"
"SMARCE1"
"ZMIZ1"
"SMARCB1"
"IL6ST"
"OPA1"
"SLC7A1"
"CEBPB"
"SCRIB"
"ZEB1"
"SOS1"
"SOS2"
"RAC2"
"TNFRSF21"
"ERBB2"
"DROSHA"
"ARID1A"
"PHF10"
"PBRM1"
"FBXO38"
"BRD7"
"SOX13"
"KLHL22"
"MMP14"
"SLC25A5"
"ZFP36L2"
"PIK3R2"
"ID2"
"BST2"
"TPD52"
"SFRP1"
"IGBP1"
"CDKN1A"
"NOTCH2"
"CTPS1"
"SLC39A7"
"PIK3R3"
"ITM2A"
"DNAJB9"
"EZH2"
"AKAP17A"
"HMGB3"
"PIK3CD"
"IRF8"
"MFNG"
"TCIRG1"
"CEBPG"
"SKAP2"
"HHEX"
"POU2AF1"
"GPR183"
"THEMIS2"
"BLNK"
"RBPJ"
"KLF6"
"IRS2"
"PRKCB"
"IGHM"
"ITGB1"
"ZFP36L1"
"TOP2B"
"TXLNA"
"SP3"
"C3"
"MIF"
"DDRGK1"
"VAV3"
"FOSL2"
"ZBTB7A"
"KHDRBS1"
"BAG6"
"UBE2N"
"EIF2B1"
"SLC39A6"
"GBP1"
"EIF2B2"
"BTN2A1"
"FCER1G"
"PDE4D"
"PLA2G6"
"BTN3A2"
"BTN3A3"
"LCP2"
"SH2B2"
"MICB"
"RBCK1"
"PTK2"
"EZR"
"IGLC1"
"EIF2B4"
"BTN3A1"
"TRBC1"
"ITK"
"IGHG1"
"IGHG2"
"WNK1"
"EIF2B5"
"ELF1"
"UBR2"
"HRAS"
"CD3D"
"SPG21"
"STOML2"
"BTRC"
"LPXN"
"BTNL3"
"RABGEF1"
"EIF2B3"
"RAB29"
"PRKCH"
"PLEKHA1"
"DENND1B"
"IGKC"
"CACNB3"
"PRKD2"
"LIME1"
"GAS6"
"THBS1"
"CTSC"
"AXL"
"CEBPA"
"IL15RA"
"IL16"
"PLA2G4A"
"HAMP"
"ZNF335"
"MAPK9"
"MAP2K4"
"FCGR2A"
"FCGR3B"
"MAPK10"
"FCER1A"
"DHX15"
"AKAP1"
"MX1"
"SMARCA5"
"DHX16"
"CXCL10"
"IFIT3"
"OAS2"
"PRKRA"
"UAP1"
"MORC3"
"RPSA"
"UBE2W"
"ZDHHC11"
"ZDHHC11B"
"DUS2"
"HK1"
"LITAF"
"TMBIM6"
"SLC7A5"
"DDX1"
"IL13RA1"
"IL1R1"
"STX4"
"ACP5"
"PANX1"
"HTR2A"
"DDX21"
"GPI"
"PKP3"
"SECTM1"
"TWIST1"
"UBE2J1"
"CUEDC2"
"SIRT1"
"FZD5"
"LRP1"
"IFNGR2"
"NR3C1"
"EGFR"
"LDLR"
"IFNGR1"
"ITGB2"
"BPGM"
"ZEB2"
"MMP9"
"SNCA"
"PTGS2"
"CLU"
"SYT11"
"NUPR1"
"CD200"
"VPS13A"
"POMGNT1"
"VPS54"
"SPHK1"
"CALHM2"
"CX3CL1"
"JAK1"
"CTSL"
"MEN1"
"PTGER4"
"ATP7A"
"ATF2"
"IL6R"
"RPL22"
"STAT3"
"CLEC2B"
"RORA"
"SEMA4A"
"CLEC4A"
"ELF4"
"HDAC2"
"HSPB1"
"DDT"
"LPL"
"CYBB"
"ZBTB20"
"ISL1"
"ARHGEF2"
"RIPK1"
"ARFGEF2"
"ECM1"
"TRADD"
"PARK7"
"GSTP1"
"ZFP36"
"IER3"
"FXR1"
"TNC"
"AREL1"
"VAMP8"
"PSMA6"
"PDCD4"
"STK39"
"ABCC1"
"VAMP7"
"RB1"
"NT5E"
"MGST2"
"EDNRB"
"RHBDD3"
"SPATA2"
"ALOX5"
"IL10RA"
"CLOCK"
"SNX4"
"AGTR1"
"DNASE1L3"
"OSMR"
"F12"
"S100A12"
"ADORA2B"
"KRT1"
"TNFAIP6"
"PLA2G7"
"HYAL2"
"GGT1"
"LETMD1"
"TNFRSF1A"
"SLC39A8"
"CASP4"
"C1QTNF3"
"CELF1"
"NR1D2"
"MAPK13"
"PTGES"
"MGLL"
"PTGER3"
"NEAT1"
"TMSB4X"
"VPS35"
"GIT1"
"ARNT"
"CAMK2N1"
"ASH1L"
"PPP1R13L"
"PBK"
"SETD6"
"TRIM45"
"ACE2"
"IL22RA1"
"KLF4"
"MVK"
"CXADR"
"CCR9"
"JAG2"
"MYO18A"
"GPR137B"
"TSC1"
"C1QB"
"CFI"
"C5"
"MASP2"
"C4A"
"C4B"
"C1S"
"C1R"
"C1RL"
"NDRG1"
"ADAM9"
"S100A13"
"ADAM10"
"CXCL8"
"CD93"
"STXBP3"
"MT1G"
"CXCR2"
"SNAP23"
"ANXA3"
"GATA2"
"FN1"
"ITGB8"
"JMJD6"
"CRTC3"
"SCN11A"
"FBXO7"
"MERTK"
"GAL"
"PIBF1"
"RAD21"
"TSPO"
"DICER1"
"EXT1"
"PNMA1"
"NOTCH1"
"KDM6B"
"PRCP"
"B4GALT1"
"CTNNBIP1"
"CD163"
"ACVR1"
"F3"
"UGT1A1"
"F8"
"ASS1"
"SAA2"
"SAA4"
"SERPINA1"
"IL1RN"
"EIF2AK1"
"STX7"
"ADCY7"
"MR1"
"WAS"
"RPS6"
"RAB27A"
"PLXNA1"
"PTN"
"JAM3"
"MSN"
"NEDD9"
"PRF1"
"GBF1"
"HIF1A"
"TIMP1"
"HMOX1"
"F2R"
"IFI30"
"TAP1"
"IDE"
"PDIA3"
"TAPBP"
"CALR"
"SAR1B"
"TAPBPL"
"YTHDF1"
"CFHR1"
"RGCC"
"KPNA6"
"IL17RC"
"CTSH"
"HPRT1"
"EBAG9"
"EMP2"
"JAG1"
"IFI27"
"APIP"
"IL1R2"
"PBXIP1"
"PER1"
"CTSD"
"PSME1"
"RAB6A"
"RAB5B"
"RAB4A"
"CTSF"
"PSMB8"
"CTSV"
"PIKFYVE"
"ARL8B"
"RAB35"
"CSF2RB"
"IL2RB"
"BACH2"
"WDR1"
"KIF5B"
"LYST"
"PRDX1"
"TUBB4B"
"TUBB"
"PIK3CB"
"ANXA4"
"CUL3"
"TIA1"
"PPP1R11"
"SRGN"
"NPTN"
"TRIB2"
"FBLN1"
"EPHA2"
"RPS6KA4"
"RPS6KA5"
"HOMER3"
"REL"
"XAF1"
"LAPTM4B"
"RAC1"
"ATP2B1"
"PPM1B"
"PML"
"QKI"
"SERPINB1"
"FGFR1"
"HOMER2"
"DDX56"
"RBX1"
"RNF128"
"KAT8"
"ARRB1"
"SIGLEC1"
"FAU"
"RPL30"
"ST6GAL1"
"PSMB10"
"ADM"
"SLPI"
"CXCL12"
"PI3"
"WFDC2"
"CXCL9"
"CXCL1"
"RNASE4"
"S100A7"
"PRSS3"
"HMGN2"
"RPL39"
"KRT6A"
"CXCL2"
"CXCL11"
"DEFB1"
"TFE3"
"GAPDH"
"LYZ"
"CXCL14"
"PGLYRP4"
