"Gene"
"ABCA2"
"ABCA5"
"ABCA6"
"ABCB1"
"ABCB5"
"ABCB6"
"ABCC2"
"ABCC5"
"ACTR10"
"ACTR2"
"ADAMTS8"
"AFM"
"AFTPH"
"AKAP8"
"ALMS1"
"ANKFY1"
"ANXA13"
"ANXA2"
"AP1AR"
"AP1S1"
"AP2A2"
"AP4E1"
"APOA1"
"APOE"
"APOF"
"APOO"
"APPBP2"
"AQP9"
"ARF3"
"ARF6"
"ARFGAP1"
"ARFGAP2"
"ARFIP2"
"ARHGAP21"
"ARL17B"
"ARL4D"
"ARL6"
"ASIP"
"ATG16L2"
"ATG4B"
"ATG4C"
"ATP12A"
"ATP2A3"
"ATP2B2"
"ATP2B3"
"ATP5F1D"
"ATP5F1E"
"ATP5PD"
"ATP6AP1"
"ATP6V0A2"
"ATP6V1D"
"ATP6V1F"
"ATP6V1G1"
"ATP6V1G3"
"ATP8B3"
"ATP9B"
"AZIN1"
"BAG2"
"BCAP31"
"BCL2"
"BECN2"
"BICD2"
"BLOC1S1"
"BLOC1S2"
"BLOC1S6"
"BLZF1"
"BORCS6"
"BORCS7"
"BPIFA1"
"CACNA1E"
"CACNA1H"
"CACNG3"
"CACNG4"
"CADPS2"
"CALHM4"
"CAMK2D"
"CAPN10"
"CASQ2"
"CBARP"
"CCDC22"
"CCDC88B"
"CD4"
"CD59"
"CD63"
"CD74"
"CDK2"
"CEBPB"
"CHAT"
"CHGA"
"CHMP1B"
"CHMP5"
"CHP1"
"CHRM1"
"CHRNA4"
"CHRNA6"
"CHRNA7"
"CHRNB2"
"CHRNG"
"CILK1"
"CLCA2"
"CLCN1"
"CLCN3"
"CLCN7"
"CLEC4M"
"CLRN1"
"CLTB"
"CLTCL1"
"CNIH1"
"CNNM1"
"CNNM2"
"CNST"
"CNTN1"
"CNTNAP2"
"COG1"
"COG3"
"COPG2"
"CORO1A"
"COX4I1"
"COX6B1"
"COX7B2"
"CPLX4"
"CRACR2A"
"CRBN"
"CRY2"
"CTAGE8"
"CTSA"
"CTSC"
"CYB561D1"
"CYP27B1"
"DCD"
"DCTN1"
"DDX39B"
"DENND10"
"DENND2A"
"DMPK"
"DNAJC15"
"DNAJC6"
"DPY30"
"DUOXA1"
"DYNC2H1"
"DYNC2LI1"
"ECPAS"
"EDEM2"
"EDN1"
"EDNRB"
"EPM2A"
"EPS15"
"ERGIC3"
"ESYT3"
"EXOC2"
"EXOC4"
"EXOC7"
"EXT1"
"F5"
"FABP2"
"FGF12"
"FGF19"
"FKBP1A"
"FLVCR2"
"FXYD3"
"FXYD4"
"G3BP2"
"G6PD"
"GABARAP"
"GABRA2"
"GABRA3"
"GABRA6"
"GABRG1"
"GABRR3"
"GALNT15"
"GJA1"
"GJA10"
"GJA8"
"GJC1"
"GJC3"
"GJD2"
"GJD4"
"GLE1"
"GLTPD2"
"GM2A"
"GOLGA5"
"GOLPH3L"
"GOLT1A"
"GRID2"
"GRIK2"
"GRIN1"
"GRIN3A"
"GRIP2"
"HBG2"
