"Gene"
"A2ML1"
"AAMDC"
"AAMP"
"ABCA2"
"ABCA5"
"ABCB1"
"ABCB5"
"ABCC2"
"ABCF1"
"ABHD14B"
"ABHD17A"
"ABITRAM"
"ABLIM3"
"ACADL"
"ACBD3"
"ACOT13"
"ACP4"
"ACP5"
"ACTL6A"
"ACTR2"
"ADAMDEC1"
"ADAMTS20"
"ADAMTS8"
"ADAP2"
"ADCY1"
"ADCYAP1"
"ADD2"
"ADGRB3"
"ADGRF1"
"ADIG"
"ADIRF"
"ADM2"
"ADRB1"
"AFDN"
"AGTR2"
"AHSG"
"AIF1"
"AIMP1"
"AJAP1"
"AKAP17A"
"AKAP8"
"AKNA"
"AKT2"
"ALDH1A3"
"ALDH2"
"ALDOA"
"ALKBH7"
"ALMS1"
"ALOX12B"
"ALOX15B"
"ALX4"
"ANG"
"ANGPTL8"
"ANKFY1"
"ANKRD13C"
"ANTXR1"
"ANXA13"
"ANXA2"
"AP1AR"
"APBB1"
"APBB2"
"APOA1"
"APOE"
"ARF6"
"ARFGAP1"
"ARFIP2"
"ARHGAP10"
"ARHGAP12"
"ARHGAP20"
"ARHGAP21"
"ARHGAP23"
"ARHGAP25"
"ARHGAP31"
"ARHGAP4"
"ARHGAP40"
"ARHGEF10L"
"ARHGEF39"
"ARHGEF9"
"ARNT2"
"ARPC3"
"ASAH1"
"ASIP"
"ASS1"
"ATAD2"
"ATAD3A"
"ATAD5"
"ATCAY"
"ATF7IP"
"ATF7IP2"
"ATOH7"
"ATP12A"
"ATP2A3"
"ATP2B2"
"ATP2B3"
"ATP6AP1"
"ATP6V0A2"
"ATP6V1D"
"ATP6V1G1"
"AVEN"
"AZIN1"
"B4GALT5"
"B4GALT7"
"BABAM1"
"BACE2"
"BAG2"
"BAG4"
"BATF"
"BBC3"
"BCAP31"
"BCAS3"
"BCHE"
"BCL2"
"BCL2L12"
"BCL7A"
"BCL7B"
"BCL7C"
"BCLAF3"
"BCORL1"
"BDKRB1"
"BGLAP"
"BHLHE40"
"BICC1"
"BICD2"
"BIN3"
"BIRC3"
"BLOC1S1"
"BLOC1S2"
"BLOC1S6"
"BMERB1"
"BMP2"
"BNIPL"
"BORCS6"
"BORCS7"
"BPI"
"BPIFA1"
"BRCA1"
"BRD1"
"BRD7"
"BRD8"
"BRINP1"
"BSCL2"
"BTBD10"
"BTBD17"
"BTN2A2"
"C14orf39"
"C15orf62"
"C1QL4"
"C2CD4A"
"C2orf81"
"C6"
"C7"
"CACNA1H"
"CACNG3"
"CACNG4"
"CADM1"
"CADPS2"
"CALB1"
"CALCB"
"CALML6"
"CAMK2D"
"CAND1"
"CAPN10"
"CARD10"
