"Gene"
"BBC3"
"CAPN10"
"CASP9"
"FADD"
"NDUFA13"
"ZC3H12A"
"BAX"
"BOK"
"CASP8"
"CIDEC"
"FAP"
"FZD3"
"KCNQ3"
"SIRT2"
"TAOK1"
"TNFRSF1A"
"CASP7"
"CECR2"
"GCG"
"HTRA2"
"RIPK1"
"AKT1"
"BCL2L1"
"CIDEA"
"DLC1"
"HTR2A"
"MADD"
"PTGIS"
"STK24"
"TP53BP2"
"AIFM3"
"CASP10"
"CASP2"
"CXCR3"
"DFFA"
"XIAP"
"APAF1"
"BNIP1"
"CASP3"
"CIDEB"
"COLEC11"
"CTSD"
"CYCS"
"HSPD1"
"NFKBIZ"
"NPR2"
"TP53"
