"Gene"
"ABCA6"
"ACTR10"
"AFM"
"AFTPH"
"AP1S1"
"AP2A2"
"AP4E1"
"APOO"
"APPBP2"
"AQP9"
"ARF3"
"ARFGAP2"
"ARL17B"
"ARL4D"
"ATG16L2"
"ATG4C"
"ATP5F1D"
"ATP5F1E"
"ATP5PD"
"ATP6V1F"
"ATP6V1G3"
"ATP8B3"
"ATP9B"
"BECN2"
"BLZF1"
"CACNA1E"
"CALHM4"
"CHAT"
"CLCA2"
"CLCN1"
"CLCN7"
"CLTB"
"CNNM1"
"CNNM2"
"COG1"
"COG3"
"COPG2"
"COX7B2"
"CTAGE8"
"CYB561D1"
"DCD"
"DDX39B"
"DENND2A"
"DPY30"
"ECPAS"
"ESYT3"
"F5"
"FLVCR2"
"GALNT15"
"GLE1"
"GLTPD2"
"GOLGA5"
"GOLT1A"
"HBG2"
"HOOK2"
"KCNK4"
"KCNU1"
"LASP1"
"LCA5L"
"LETM2"
"LMBRD1"
"LSG1"
"LUZP4"
"MAGT1"
"MAMDC4"
"MCFD2"
"MFSD1"
"MON2"
"MPC1L"
"MTX3"
"MYO1B"
"NACA2"
"NDUFA3"
"NDUFA8"
"NDUFA9"
"NDUFC1"
"NDUFS8"
"NECAP2"
"NPIPA1"
"NUP155"
"NUP43"
"NUP88"
"NXT2"
"PEX10"
"PEX12"
"PKD1L3"
"POM121"
"RAB19"
"RAB2A"
"RAB36"
"RABGGTB"
"RABL2B"
"RBP5"
"RGPD2"
"RGPD4"
"RGPD8"
"RSRC1"
"SCAMP3"
"SDHB"
"SERPINA1"
"SLBP"
"SLC10A4"
"SLC10A5"
"SLC12A4"
"SLC15A1"
"SLC15A5"
"SLC16A3"
"SLC22A16"
"SLC22A2"
"SLC22A23"
"SLC22A25"
"SLC25A17"
"SLC25A26"
"SLC25A43"
"SLC25A53"
"SLC26A3"
"SLC2A14"
"SLC2A7"
"SLC30A2"
"SLC33A1"
"SLC35A5"
"SLC35E1"
"SLC38A11"
"SLC43A3"
"SLC44A5"
"SLC45A1"
"SLC47A2"
"SLC49A4"
"SLC5A1"
"SLC5A8"
"SLC5A9"
"SLC6A20"
"SLC6A7"
"SLC7A3"
"SLCO4A1"
"SMDT1"
"SNX2"
"SNX22"
"STARD5"
"STEAP4"
"SYTL2"
"TBC1D21"
"THOC7"
"TIMM23B"
"TMCO3"
"TMEM144"
"TOMM40"
"TRAPPC13"
"TRAPPC3"
"TTYH2"
"TTYH3"
"VPS11"
"VPS26C"
"VPS29"
"VPS50"
"VTI1A"
"XPOT"
"XPR1"
"YIPF4"
"YIPF7"
"ACTR1A"
"ANKRD50"
"ANO8"
"ANXA8L1"
"AP1G2"
"AP3M2"
"AP3S2"
"AP4B1"
"AP4M1"
"AP4S1"
"AP5M1"
"AQP6"
"ARCN1"
"ARL5A"
"ARRDC2"
"ASIC3"
"ASIC5"
"ATOX1"
"ATP11B"
"ATP13A3"
"ATP5ME"
"ATP5MG"
"BICDL2"
"C2CD6"
"CALHM3"
"CALHM5"
"CATSPER2"
"CCDC38"
"CCDC91"
"CCT8L2"
"CDR2L"
"CFHR4"
"CLCC1"
"CLDN16"
"CLIC5"
"COG6"
"COPB2"
"COX7A2"
"ELMOD1"
"EMB"
"ENOX2"
"EPS15L1"
"F8"
"FAF2"
"FAM91A1"
"FTL"
