"Gene"
"A2ML1"
"AAMDC"
"AAMP"
"ABCF1"
"ABHD17A"
"ABITRAM"
"ABLIM3"
"ACBD3"
"ACP5"
"ADD2"
"ADIG"
"ADIRF"
"AJAP1"
"ARHGEF39"
"ARPC3"
"ATAD2"
"ATF7IP"
"ATF7IP2"
"AVEN"
"BCL2L12"
"BCL7A"
"BCL7C"
"BCLAF3"
"BCORL1"
"BHLHE40"
"BMERB1"
"BNIPL"
"BTBD17"
"C14orf39"
"C1QL4"
"C2CD4A"
"C2orf81"
"CALML6"
"CAND1"
"CASZ1"
"CBX3"
"CCAR1"
"CCDC117"
"CCDC124"
"CCDC8"
"CCND2"
"CCNJ"
"CCNL2"
"CCT4"
"CD52"
"CDC14A"
"CDC20B"
"CDH8"
"CDK10"
"CDK18"
"CDK2AP2"
"CEBPZ"
"CENPV"
"CEP128"
"CGREF1"
"CGRRF1"
"CIAO1"
"CKS1B"
"CLEC3B"
"CLK1"
"CNOT3"
"CNTLN"
"COL26A1"
"CREB5"
"CRIP2"
"CROCC"
"CTCFL"
"CTTNBP2"
"DAZ2"
"DBX1"
"DCP1A"
"DCUN1D3"
"DDI2"
"DDN"
"DDOST"
"DDX20"
"DMRT3"
"DNAJA4"
"DNAJB4"
"DNAJC16"
"DNAJC2"
"DNAJC24"
"DNAJC3"
"DNAJC7"
"DOC2B"
"DPPA5"
"DPT"
"DRAP1"
"DSC2"
"DSTN"
"DUS3L"
"DUSP23"
"DUSP26"
"DUXB"
"ECSCR"
"EDIL3"
"EEF1A2"
"EEF1D"
"EFHC1"
"EGLN3"
"EIF3E"
"EIF4E3"
"EIF4EBP3"
"EIF4G2"
"EIF5"
"EIF5B"
"ELP1"
"ENPP4"
"EOLA1"
"EPC2"
"EPM2AIP1"
"ERCC8"
"ERFL"
"ERMN"
"ESCO1"
"ETFBKMT"
"ETV3"
"EVI5L"
"F8A3"
"FAM98B"
"FANCL"
"FBLIM1"
"FBLN2"
"FBLN5"
"FBXL4"
"FBXL5"
"FBXO2"
"FHOD1"
"FICD"
"FKBP2"
"FKBP6"
"FKBP7"
"FOXB2"
"FOXD4L5"
"FOXJ2"
"FUNDC2"
"GATAD2A"
"GET4"
"GMEB2"
"GMNC"
"GON4L"
"GTF2A1L"
"GUF1"
"GZF1"
"H4C2"
"H4C5"
"H4C9"
"HAUS4"
"HAUS5"
"HECW2"
"HLF"
"HNRNPH1"
"HNRNPH3"
"HOXA4"
"HOXC12"
"HOXC8"
"HR"
"HS3ST5"
"HSF4"
"HSPH1"
"IHO1"
"IKZF4"
"ILF3"
"INSM2"
"INTS13"
"INTS3"
"ITM2A"
"JDP2"
"JTB"
