"Gene"
"ACP4"
"ACTL6A"
"ADAMTS20"
"ADCY1"
"ADCY3"
"ADCYAP1"
"ADGRA1"
"ADGRB3"
"ADGRE1"
"ADGRF1"
"ADM2"
"ADRB1"
"AFDN"
"AGTR2"
"AGXT"
"AHSG"
"AIF1"
"AIMP1"
"AKAP17A"
"AKAP4"
"AKAP8"
"AKT2"
"ALOX15B"
"ANG"
"ANGPTL8"
"ANKRD13C"
"ANTXR1"
"ANXA2R"
"APBB1"
"APBB2"
"APOA1"
"APOE"
"APOF"
"ARF6"
"ARFGAP1"
"ARFIP2"
"ARHGAP10"
"ARHGAP12"
"ARHGAP20"
"ARHGAP21"
"ARHGAP23"
"ARHGAP25"
"ARHGAP31"
"ARHGAP4"
"ARHGAP40"
"ARHGEF10L"
"ARHGEF9"
"ARL6"
"ASB8"
"ASIP"
"ATAD3A"
"ATAD5"
"ATP2A3"
"BABAM1"
"BAG4"
"BATF"
"BBC3"
"BCAM"
"BCAP31"
"BCAS3"
"BCL2"
"BCL7B"
"BDKRB1"
"BGLAP"
"BICC1"
"BIRC3"
"BLOC1S2"
"BMP2"
"BPI"
"BRCA1"
"BRD7"
"BRD8"
"BTBD10"
"BTN2A2"
"C15orf62"
"C1QA"
"CADM1"
"CALCB"
"CAPN5"
"CARD10"
"CARD19"
"CASK"
"CASKIN1"
"CASP9"
"CASQ2"
"CBLN2"
"CCDC22"
"CCL14"
"CCL15"
"CCL16"
"CCL19"
"CCL20"
"CCL3L3"
"CCL4L2"
"CCNE1"
"CCR2"
"CCR3"
"CD109"
"CD2"
"CD274"
"CD300E"
"CD300LF"
"CD38"
"CD4"
"CD40"
"CD40LG"
"CD47"
"CD59"
"CD63"
"CD74"
"CD80"
"CDC14B"
"CDC42SE1"
"CDC42SE2"
"CDH2"
"CDK14"
"CDK2"
"CDK5R1"
"CEACAM20"
"CEBPB"
"CEBPG"
"CELSR2"
"CFAP410"
"CGA"
"CGAS"
"CHGA"
"CHP1"
"CHRDL1"
"CHRM1"
"CHRNA4"
"CHRNA6"
"CHRNA7"
"CHRNB2"
"CHRNG"
"CIBAR1"
"CILK1"
"CITED2"
"CLCF1"
"CLEC2B"
"CLEC4M"
"CMKLR1"
"CMTM7"
"CNIH1"
"CNOT7"
"CNTN1"
"COPS7A"
"COPS8"
"CORO1A"
"CORO2A"
"CRADD"
"CRBN"
"CREB3L1"
"CREBBP"
"CREM"
"CRY2"
"CRYBA1"
"CSF2RA"
"CSH1"
"CSNK1A1L"
"CSNK1G2"
"CSRNP1"
"CSTL1"
"CTBP2"
"CTH"
"CTNNA1"
"CTSC"
"CWH43"
"CXCL10"
"CXCL11"
"CXCL3"
"CXCR2"
"CXCR4"
"CXCR5"
"CYP27B1"
"CYRIB"
"DAB2IP"
"DAP3"
"DBNL"
"DCST1"
"DDAH1"
"DDIAS"
"DDRGK1"
"DDX5"
"DDX54"
"DDX60"
"DEDD"
"DEFA1"
"DEFB114"
"DEFB4B"
"DEK"
"DENND4B"
"DGKA"
"DGKI"
"DGKZ"
"DHH"
"DHX15"
"DIPK2A"
"DISC1"
"DISP2"
"DIXDC1"
"DLGAP4"
"DLGAP5"
"DLL1"
"DLX1"
"DLX3"
"DMPK"
"DNAJC10"
"DOCK9"
"DOK3"
"DRAXIN"
"DRG2"
"DSTYK"
"DTX3"
"DUSP7"
"DVL2"
"DYNC2H1"
"E2F7"
"ECEL1"
"EDN1"
"EDNRB"
"EFCAB7"
"EFNA4"
"EFNB2"
"EGFR"
"EGR1"
"ELMO1"
"ENO1"
"ENSA"
"ENTPD2"
"EPGN"
"EPHB3"
"EPM2A"
"EPS8L3"
"ERAS"
"ERCC1"
"ERMAP"
"ERN1"
"ESRRB"
"EVC"
"EXT1"
"F2RL3"
"FADD"
"FAIM"
"FBN2"
"FBXL17"
"FBXO9"
"FCMR"
"FGD4"
"FGF1"
"FGF12"
"FGF19"
"FGF20"
"FGF22"
"FGF5"
"FGFR2"
"FKBP1A"
"FLNB"
"FNIP2"
"FOXF1"
"FRMD7"
"FSTL3"
"FYB1"
"FZD9"
"G3BP2"
"GAB2"
"GABARAP"
"GABRA2"
"GABRA3"
"GABRA6"
"GABRG1"
"GABRR3"
"GADD45A"
"GALP"
"GALR3"
"GAS2"
"GAS2L2"
"GBP7"
"GCLM"
"GCSAML"
"GDF1"
"GDF7"
"GDF9"
"GEM"
"GFER"
"GFI1"
"GIPC1"
"GJA1"
"GJA10"
"GJA8"
"GJC1"
"GJC3"
"GJD2"
"GJD4"
"GLCE"
"GLDN"
"GLI1"
"GLI3"
"GLMN"
"GML"
"GNAO1"
"GNAQ"
"GNAT1"
"GNAT2"
"GNAT3"
"GORAB"
"GPBAR1"
"GPC1"
"GPC6"
"GPHB5"
"GPR101"
"GPR137"
"GPR146"
"GPR151"
"GPR152"
"GPR157"
"GPR160"
"GPR171"
