"Gene"
"ABCA2"
"ABCA5"
"ABCB1"
"ABCB6"
"ABCC2"
"ABCC5"
"ABHD14B"
"ABHD15"
"ABHD4"
"ACADL"
"ACBD7"
"ACCSL"
"ACO2"
"ACOT13"
"ACOT7"
"ACSBG1"
"ACSF3"
"ACSS1"
"ACSS3"
"ADGRF1"
"ADH1A"
"ADH7"
"ADHFE1"
"AGL"
"AGPS"
"AGXT"
"AHCYL2"
"AK9"
"AKT2"
"ALAS1"
"ALAS2"
"ALDH1A3"
"ALDH1L2"
"ALDH2"
"ALDH7A1"
"ALDOA"
"ALKBH7"
"ALOX12B"
"ALOX15B"
"AMPD3"
"ANGPTL8"
"APOA1"
"APOE"
"APOF"
"ART4"
"ASAH1"
"ASIP"
"ASS1"
"ATCAY"
"B3GALT5"
"B3GAT2"
"B4GALT2"
"B4GALT5"
"B4GALT7"
"BACE2"
"BAG2"
"BCHE"
"BCL2"
"BLOC1S6"
"BMP2"
"BRCA1"
"BSCL2"
"CASK"
"CCS"
"CD38"
"CEBPG"
"CERS5"
"CHIA"
"CHRNA7"
"CHRNB2"
"CMA1"
"CMAS"
"CMBL"
"CMPK1"
"COMT"
"COX4I1"
"CPD"
"CPS1"
"CPT1A"
"CREM"
"CSAD"
"CTAG1A"
"CTH"
"CYP11A1"
"CYP27B1"
"CYP2A13"
"CYP2C9"
"CYP2D6"
"CYP2F1"
"CYP2S1"
"CYP4F11"
"CYP4F8"
"DDAH1"
"DDX54"
"DEGS1"
"DGAT1"
"DGKA"
"DGKI"
"DGKZ"
"DGUOK"
"DHFR2"
"DLAT"
"DLST"
"DNAJC15"
"DNASE1L1"
"DNASE2B"
"DPEP2"
"DUOXA1"
"EBPL"
"ECHDC2"
"ECHDC3"
"EDEM2"
"EDN1"
"EDNRB"
"ELOVL3"
"ENPP7"
"ENTPD5"
"EPHX2"
"EPM2A"
"ERN1"
"ERP44"
"ESRRB"
"EXD3"
"EXT1"
"FABP2"
"FADS2"
"FAM135B"
"FAM210B"
"FASN"
"FMO1"
"FPGT"
"FUCA2"
"FUOM"
"FUT2"
"G6PD"
"GADD45A"
"GALK2"
"GALT"
"GANC"
"GART"
"GCLM"
"GFPT2"
"GGT1"
"GGT5"
"GIMAP7"
"GK5"
"GLUD1"
"GLYAT"
"GM2A"
"GNAT2"
"GPCPD1"
"GPD2"
"GPR3"
"GPR31"
"GRIN1"
"GSK3A"
"GSTA4"
"GSTM2"
"GSTO1"
"GSTP1"
"GSTT2B"
"GUK1"
"HAO2"
"HAS3"
"HEXA"
"HLCS"
"HPRT1"
"HPX"
"HSD11B1"
"HSD17B13"
"HSD17B6"
"HSD3B2"
"HYAL3"
"ID1"
"IDH3A"
"IGF2"
"IL1RN"
"IL6ST"
"INPP1"
"INSIG2"
"IP6K3"
"ITIH6"
"ITPKB"
"KAT6B"
"KHSRP"
"KLB"
"KYAT1"
"LAGE3"
"LARS2"
"LCAT"
"LIN28A"
"LIPC"
"LIPH"
"LIPT1"
"LMF1"
"LPCAT4"
