"Gene"
"ABCB5"
"ABCB6"
"ABHD15"
"ACP4"
"ACRBP"
"ACTL6A"
"ACTL7A"
"ADAD1"
"ADAM21"
"ADAMTS20"
"ADAP2"
"ADCYAP1"
"ADGB"
"ADGRF1"
"AGTR2"
"AHSG"
"AKNA"
"ALAS1"
"ALAS2"
"ALDH1A3"
"ALOX15B"
"ALPK3"
"ALX4"
"ANG"
"ANKS6"
"ANTXR1"
"ANXA2"
"APBB1"
"APOA1"
"APOE"
"ARF6"
"ARHGAP4"
"ARMC3"
"ARNT2"
"ASS1"
"ATCAY"
"ATG4B"
"ATOH7"
"ATP6AP1"
"B4GALT2"
"B4GALT5"
"BCL2"
"BFSP1"
"BGLAP"
"BICC1"
"BIN3"
"BLOC1S1"
"BLOC1S2"
"BLOC1S6"
"BMP2"
"BORCS7"
"BRCA1"
"BRD1"
"BRINP1"
"C6"
"CACNA1H"
"CALB1"
"CASP9"
"CCDC141"
"CCDC47"
"CCNT2"
"CD109"
"CD38"
"CDC40"
"CDH2"
"CDK5R1"
"CDK5RAP2"
"CDX4"
"CEBPB"
"CEBPG"
"CELF4"
"CELSR2"
"CERS5"
"CFAP43"
"CGA"
"CHD2"
"CHKB"
"CHRDL1"
"CHRM1"
"CHRNB2"
"CITED2"
"CLMP"
"CLRN1"
"CMA1"
"CMKLR1"
"CNP"
"CNTN1"
"CNTN4"
"CNTNAP2"
"COL10A1"
"COL14A1"
"COL17A1"
"COL27A1"
"COMT"
"COPRS"
"COX6B1"
"CPLANE1"
"CPS1"
"CRX"
"CRYBA1"
"CRYGA"
"CSH1"
"CSRNP1"
"CTCF"
"CTNNA1"
"CTSK"
"CWH43"
"CXCL10"
"CXCR4"
"CXCR5"
"DAB2IP"
"DBN1"
"DCHS2"
"DCTN1"
"DDRGK1"
"DES"
"DHH"
"DISC1"
"DLG3"
"DLL1"
"DLX1"
"DLX3"
"DNAAF1"
"DOC2A"
"DRAXIN"
"DRC1"
"DVL2"
"DYNC2H1"
"E2F7"
"EDN1"
"EDNRB"
"EFNB2"
"EGFR"
"EGLN1"
"EHMT2"
"EID2B"
"ELF3"
"EPC1"
"EPHB3"
"EPM2A"
"EPYC"
"ERCC1"
"ESRRB"
"EVC"
"EXT1"
"FADD"
"FAM210B"
"FASN"
"FAT3"
"FBN2"
"FBXL17"
"FBXO41"
"FGF1"
"FGF12"
"FGF19"
"FGF5"
"FGFR2"
"FLNB"
"FOXF1"
"FOXR1"
"FRMD7"
"FRYL"
"FSCN2"
"FZD9"
"G6PD"
"GART"
"GAS7"
"GDF7"
"GFER"
"GFI1"
"GJA1"
"GJA8"
"GJC1"
"GLDN"
"GLI1"
