"Gene"
"SFN"
"SHFL"
"SHLD1"
"SHLD2"
"SIRT2"
"SIT1"
"SLC11A1"
"SMAD3"
"SPI1"
"SPPL2A"
"SPPL2B"
"SQSTM1"
"STAT6"
"STING1"
"TAP2"
"TAPBPL"
"TARM1"
"TBKBP1"
"TCF7"
"TLR10"
"TNFRSF11A"
"TRAF3"
"TRAF4"
"TRAJ31"
"TRAV22"
"TRAV25"
"TRAV27"
"TRBV17"
"TRDD1"
"TRDV3"
"TREM2"
"TREML4"
"TRGV2"
"TRGV4"
"TRIM13"
"TRIM21"
"TRIM28"
"TRIM34"
"TRIM39"
"TRIM40"
"TRIM43B"
"TRIM49B"
"TRIM62"
"TRIM64C"
"TSC1"
"TSLP"
"TYK2"
"UFL1"
"ULBP1"
"USP27X"
"USP44"
"VAV2"
"VNN1"
"VTCN1"
"VTN"
"WFDC5"
"XRCC5"
"ZDHHC18"
"ZNF683"
"A1BG"
"ALPK1"
"ANGPT1"
"APOBEC3C"
"APOBEC3D"
"APOBEC3H"
"ARG2"
"AZGP1"
"BCL10"
"BMI1"
"BMPR1A"
"BPIFB3"
"BPIFC"
"BTK"
"BTN3A3"
"C2"
"C4BPA"
"C5AR1"
"CARD9"
"CCL24"
"CCL26"
"CCL4"
"CCR6"
"CD164"
"CD177"
"CD1E"
"CD207"
"CD244"
"CD300A"
"CD300LB"
"CD300LD"
"CD300LG"
"CD48"
"CD5L"
"CD7"
"CD79B"
"CEACAM3"
"CHID1"
"CLEC4C"
"CLEC4G"
"CLEC7A"
"CNR2"
"COL3A1"
"CR2"
"CRISP3"
"CRP"
"CSF3"
"CSK"
"CXCR6"
"CYP11B1"
"DCLRE1C"
"DDX21"
"DEFA3"
"DEFB1"
"DEFB112"
"DEFB115"
"DEFB119"
"DEFB121"
"DEFB125"
"DEFB126"
"DEFB127"
"DEFB128"
"DEFB131A"
"DEFB135"
"DEFB4A"
"DENND1B"
"DUSP10"
"DUSP22"
"EIF2AK2"
"ENPP2"
"FCAR"
"FCGR2B"
"FCGR3B"
"FCRL5"
"FCRL6"
"FGB"
"FOSL2"
"FOXJ1"
"FYN"
"GATA3"
"GBP1"
"HAVCR2"
"HEXIM1"
"HMHB1"
"HRH2"
"HSP90AA1"
"IFI44L"
"IFI6"
"IFNA6"
"IFNA7"
"IFNG"
"IFNL1"
"IFNL2"
"IGHG2"
"IKBKE"
"IL10"
"IL12A"
"IL12B"
"IL17A"
"IL18R1"
"IL20RB"
"IL2RA"
"IL36B"
"IL36G"
"IL4I1"
"IL6"
"IL7R"
"INAVA"
"ITGA4"
"ITGAD"
"JAGN1"
"KCNJ8"
"KIR3DX1"
"KLRK1"
"LACC1"
"LAT2"
"LCP1"
"LILRB3"
"LIME1"
"LRG1"
"LRP1"
"LTA"
"LTB4R"
"LTBR"
"MARCO"
"MDK"
"MMP3"
"MSH2"
"MSRB1"
"MYD88"
"NECTIN1"
"OPTN"
"PARP1"
"PDCD1LG2"
"PGLYRP1"
"PGLYRP2"
"PGLYRP3"
"PIP"
"PLCL2"
"POLR3A"
"PRKCQ"
"PTAFR"
"PTPN6"
"PYHIN1"
"REG3A"
"RFPL4A"
"RFX1"
"RIPK3"
"RNF125"
"RNF213"
"RPS19"
"RUBCN"
"S100A7"
"S100A8"
"SBNO2"
"SCAP"
"SEMA7A"
"SFPQ"
"SH2D1A"
"SIGLEC10"
"SLAMF7"
"SLC15A3"
"SLFN11"
"SPIRE1"
"SRPK1"
"SUSD4"
"SYK"
"TCIM"
"TFE3"
"TGFB1"
"THBS1"
"TLR1"
"TLR8"
"TMEM45B"
"TNFSF13"
"TNFSF15"
"TRAV14DV4"
"TRAV19"
"TRAV23DV6"
"TRAV24"
"TRBD1"
"TRBV18"
"TRBV27"
"TRBV28"
"TRBV9"
"TREM1"
"TRGV10"
"TRGV5"
"TRGV8"
"TRGV9"
"TRIL"
"TRIM32"
"TRIM35"
"TRIM38"
"TRIM43"
"TRIM49D2"
"TRIM59"
"TRIM64"
"TRIM69"
"UAP1"
"UBL7"
"USP14"
"VPREB1"
"WFDC11"
"WFDC3"
"WRNIP1"
"YTHDF1"
"YWHAZ"
"ZAP70"
"ZBP1"
"ZBTB14"
"ZBTB17"
"ZBTB2"
"ZBTB33"
"ZBTB6"
"ZDHHC1"
"ZP4"
"ABL1"
"ACOD1"
"AFP"
"AIM2"
"AIRE"
"AKIRIN2"
"ALOX15"
"APLN"
"APOA4"
"APPL1"
"ATM"
"AXL"
"BAG6"
"BPIFB1"
"BST1"
"BTN3A1"
"C1R"
"C1S"
"C3AR1"
"C4B"
"C8G"
"CBLB"
"CCL13"
"CCL2"
"CCL21"
"CCL25"
"CCL28"
"CCL8"
"CCR8"
"CD180"
"CD19"
"CD1A"
"CD1D"
"CD226"
"CD28"
"CD36"
"CD46"
"CD8B"
"CEACAM1"
"CEP63"
"CHST4"
"CLEC10A"
"COLEC12"
"CR1"
"CRCP"
"CRIP1"
"CTSH"
"CXCL6"
"CXCL8"
"CXCR1"
"CYBA"
"DAPK1"
"DCAF15"
"DDX17"
"DDX39A"
"DEFA1B"
"DEFB124"
"DHX16"
"DHX36"
"DNASE1L3"
"DNASE2"
"DOCK2"
"DPP8"
"DTX3L"
"DUS2"
"DYSF"
"ECM1"
"EDA"
"ENDOD1"
"ENPP3"
"EOMES"
"ERAP1"
"FBXO38"
"FCRL1"
"FCRL2"
"FCRLB"
"FFAR2"
"FOXP3"
"GBP6"
"HAMP"
"HK1"
"HMGB2"
"HTR2A"
"HVCN1"
"IFIT5"
"IFNA1"
"IFNA10"
"IFNA16"
"IFNA17"
"IFNL3"
"IFNW1"
"IGHA2"
"IGHG1"
"IGHM"
"IL17F"
"IL17RA"
"IL1RL1"
"IL20"
"IL23R"
"ILRUN"
"INPPL1"
"IRAK3"
"IRF7"
"ITGB6"
"ITGB8"
"ITK"
"JAM3"
"JAML"
"JCHAIN"
"KARS1"
"KAT5"
"KLRC2"
"KRT6A"
"LAIR1"
"LAMP3"
"LAPTM5"
"LCP2"
"LILRA4"
"LILRA5"
"LRP8"
"LYN"
"MADCAM1"
"MAP4K2"
"MASP2"
"MAVS"
"MBP"
"METTL3"
"MLH1"
"MORC3"
"MST1R"
"MYO1G"
"NAGK"
"NCR1"
"NFIL3"
"NLRP2B"
"NOD1"
"NOTCH2"
"NQO1"
"NR1H4"
"NUDCD1"
"ORAI1"
"ORM1"
"OTUB1"
"PIK3CD"
"PIK3R5"
"PLA2G2F"
"PLA2G4A"
"PLD3"
"POLR3G"
"PPBP"
"PRG3"
"PRKD1"
"PRKDC"
"PRR7"
"PSG9"
"PSMB10"
"PSPC1"
"PTPRC"
"PTPRD"
"PYDC1"
"PYDC2"
"REG1A"
"RFPL1"
"RNASE2"
"RPL30"
"SCARB1"
"SERPINB9"
"SIAE"
"SLAMF1"
"SLAMF9"
"SLC15A2"
"SLC7A5"
"SMPDL3B"
"SP2"
"SRC"
"SRPK2"
"ST6GAL1"
"STAT3"
"SUCNR1"
"TAP1"
"TCF12"
"TGFB2"
"TIRAP"
"TKFC"
"TLR5"
"TLR6"
"TLR7"
"TMEM120A"
"TNFRSF17"
"TNFRSF1B"
"TNFSF10"
"TNFSF12"
"TNFSF13B"
"TNFSF14"
"TNFSF4"
"TNFSF8"
"TNFSF9"
"TRAFD1"
"TRAT1"
"TRAV20"
"TRAV34"
"TRAV40"
"TRBV13"
"TRBV16"
"TRBV2"
"TRDV2"
"TRGJ1"
"TRGV1"
"TRIM11"
"TRIM14"
"TRIM17"
"TRIM26"
"TRIM27"
"TRIM41"
"TRIM52"
"TRIM64B"
"TRIM74"
"TRIM77"
"TRPM4"
"TTC4"
"TXK"
"UNC93B1"
"USP15"
"USP38"
"VAV1"
"VAV3"
"VSTM5"
"WFDC9"
"XCL1"
"ZBTB1"
"ZBTB25"
"ZDHHC4"
"ACKR2"
"ADAR"
"ADGRB1"
"ADSS1"
"ANKHD1"
"APOA2"
"APOBEC3B"
"APP"
"APPL2"
"ARHGEF2"
"ARID5A"
"ASGR1"
"ASGR2"
"BIRC2"
"BST2"
"BTLA"
"BTN3A2"
"C1QBP"
"C1RL"
"C4A"
"C4BPB"
"C5"
"C5AR2"
"C8A"
"C9"
"CACNA1C"
"CACTIN"
"CASP4"
"CCL23"
"CCL27"
"CCR1"
"CCR9"
"CD14"
"CD1B"
"CD1C"
"CD209"
"CD27"
"CD3G"
"CD58"
"CD70"
"CD86"
"CEACAM4"
"CERT1"
"CFP"
"CLEC12A"
"CLEC4A"
"CLEC5A"
"CLPB"
"CTLA4"
"CTSG"
"CXCL1"
"CXCL12"
"CXCL2"
"CXCR3"
"CYBB"
"CYBC1"
"DEFA4"
"DEFA6"
"DEFB104B"
"DEFB106B"
"DEFB107A"
"DTX4"
"ELANE"
"ENPP1"
"EREG"
"F2"
"F2RL1"
"FAM3A"
"FCER1G"
"FCER2"
"FCGR1A"
"FCN1"
"FCRL4"
"FCRLA"
"FGA"
"FGR"
"GAPT"
"GPER1"
"GRN"
"H2BC12"
"H2BC6"
"HCK"
"HEPACAM"
"HIC2"
"HP"
"IFI27"
"IFIT1"
"IFIT2"
"IFITM3"
"IFNA5"
"IGLL1"
"IGSF1"
"IKBKB"
"IKBKG"
"IL10RB"
"IL12RB1"
"IL15"
"IL18RAP"
"IL1R2"
"IL3"
"IL33"
"IL34"
"IL4"
"IPO7"
"IRF1"
"IRF5"
"IRF6"
"ISG20"
"KIR2DL1"
"KIR3DL3"
"KLRG1"
"KRT16"
"LGALS3"
"LILRA2"
"MALT1"
"MAP3K14"
"MARCHF2"
"MBL2"
"MFHAS1"
"MICB"
"MIF"
"MILR1"
"MR1"
"MS4A2"
"MUC7"
"NAIP"
"NCK1"
"NLRC3"
"NLRC5"
"NLRP3"
"NLRP6"
"NLRP9"
"NMI"
"NOTCH1"
"OAS1"
"PADI4"
"PAG1"
"PARP14"
"PARP9"
"PI3"
"PIANP"
"PIK3R1"
"PIK3R2"
"PLA2G1B"
"PLEC"
"PLPP6"
"PLSCR1"
"PML"
"POLR3D"
"POLR3E"
"POLR3K"
"PQBP1"
"PRDM1"
"PRG2"
"PRKCB"
"PSMB8"
"PSMB9"
"PTPN22"
"PYCARD"
"RAET1G"
"REG1B"
"RFPL3"
"RFPL4AL1"
"RIPK2"
"RNASE6"
"RNASE7"
"RNF185"
"RNF19B"
"RNF39"
"ROMO1"
"RPL39"
"RSAD2"
"SAMD9"
"SAMHD1"
"SCIMP"
"SECTM1"
"SHLD3"
"SIN3A"
"SIPA1"
"SIRT1"
"SKAP1"
"SLA2"
"SLC46A2"
"SMIM30"
"SPAG11B"
"SPON2"
"SSC5D"
"STMP1"
"TBK1"
"TBX21"
"TCIRG1"
"TFEB"
"TGFBR3"
"TICAM1"
"TNFRSF13B"
"TNFRSF4"
"TRAF2"
"TRAJ3"
"TRAV39"
"TRAV4"
"TRBV14"
"TRDV1"
"TRGC2"
"TRGV3"
"TRIM10"
"TRIM15"
"TRIM25"
"TRIM5"
"TRIM54"
"TRIM56"
"TRIM72"
"TRIM8"
"TRIML1"
"TTLL12"
"TYRO3"
"TYROBP"
"UBE2L6"
"UBE2N"
"ULBP3"
"USP20"
"USP29"
"VPREB3"
"VSTM1"
"WAS"
"WFDC10A"
"WFDC13"
"WNT5A"
"XBP1"
"XCL2"
"XIAP"
"XRCC6"
"YWHAG"
"ZBTB39"
"ZDHHC11B"
"ZDHHC5"
"ZP3"
"ACKR3"
"ACKR4"
"ADAM15"
"ADARB1"
"ADCY7"
"ADGRE5"
"AHR"
"ALCAM"
"ALOX5"
"AMBP"
"ANKRD17"
"ANXA1"
"APCS"
"APOBEC3G"
"ATG14"
"ATP1B1"
"B2M"
"BANF1"
"BCL3"
"BTNL8"
"C17orf99"
"C1QC"
"C8B"
"CAMK4"
"CARD11"
"CARD14"
"CARD8"
"CASP6"
"CCL1"
"CCL17"
"CCL22"
"CCL5"
"CCR4"
"CD200"
"CD22"
"CD276"
"CD300C"
"CD3E"
"CD55"
"CD79A"
"CD8A"
"CEACAM21"
"CEACAM7"
"CHIT1"
"CIITA"
"CLDN2"
"CLEC4D"
"CLEC4F"
"CNPY3"
"COLEC10"
"COLEC11"
"CRHR1"
"CSF1"
"CSF2"
"CST3"
"CST7"
"CTPS1"
"CTSL"
"CTSS"
"CX3CL1"
"CXCL13"
"CXCL14"
"CXCL9"
"CYLD"
"CYSLTR2"
"DDX1"
"DEFA5"
"DEFB106A"
"DEFB108B"
"DEFB116"
"DEFB118"
"DEFB136"
"DNASE1"
"EBAG9"
"EIF2AK4"
"ENTPD7"
"ERAP2"
"EXOSC9"
"FAS"
"FASLG"
"FCAMR"
"FCER1A"
"FCGRT"
"FFAR3"
"FGL1"
"FTH1"
"G3BP1"
"GKN2"
"GP2"
"GP6"
"GPI"
"GPR108"
"GPR183"
"GSDME"
"GZMM"
"H2BC10"
"HMGB1"
"HRAS"
"HSPD1"
"HTN3"
"ICOS"
"ICOSLG"
"IFI30"
"IFI35"
"IFIT3"
"IFITM1"
"IFITM2"
"IFNB1"
"IFNK"
"IGHJ1"
"IGLC2"
"IGLJ1"
"IL16"
"IL19"
"IL1B"
"IL1F10"
"IL1RL2"
"IL36RN"
"IL9"
"IRAG2"
"ITCH"
"ITGAM"
"JAK2"
"KLRD1"
"LBP"
"LGR4"
"LILRA1"
"LILRA6"
"LILRB1"
"LILRB5"
"LST1"
"LY9"
"MAP3K8"
"MEFV"
"MID2"
"MX1"
"NCF1"
"NDFIP1"
"NEDD4"
"NFKBIZ"
"NLRP10"
"NLRP2"
"NMB"
"NMBR"
"NONO"
"OAS2"
"OLR1"
"OPRK1"
"OSCAR"
"OTUD4"
"OTULIN"
"PDE12"
"PGLYRP4"
"PIM1"
"PNP"
"POU2AF1"
"PPP1R14B"
"PRF1"
"PRG4"
"PRKAA1"
"PRKD2"
"PTX3"
"RAB2B"
"RAET1E"
"RAP1GAP"
"RAPGEF3"
"RARRES2"
"RELB"
"RFPL2"
"RNF166"
"SDHAF4"
"SEC14L1"
"SEMA3C"
"SEMA4A"
"SERPING1"
"SETD2"
"SFTPD"
"SH2B2"
"SKP2"
"SLPI"
"SMARCA5"
"SOX9"
"SPNS2"
"TAX1BP1"
"TEC"
"TENM1"
"THEMIS"
"TLR9"
"TMEM106A"
"TNF"
"TNFAIP1"
"TNFAIP8L2"
"TNFRSF21"
"TOLLIP"
"TOMM70"
"TP53"
"TRAF3IP2"
"TRAF6"
"TRAV16"
"TRAV17"
"TRAV18"
"TRAV29DV5"
"TRAV3"
"TRAV36DV7"
"TRAV41"
"TRAV7"
"TRBV15"
"TRBV30"
"TRIM22"
"TRIM23"
"TRIM29"
"TRIM48"
"TRIM49"
"TRIM49C"
"TRIM49D1"
"TRIM50"
"TRIM55"
"TRIM58"
"TRIM6"
"TRIM63"
"TRIM65"
"TRIM68"
"TRIM73"
"ULBP2"
"UMOD"
"USP18"
"VSIR"
"WDR41"
"WFDC10B"
"XCR1"
"YTHDF2"
"ZBTB12"
"ZBTB20"
"ZBTB32"
"ZBTB37"
"ZBTB49"
"ZC3HAV1"
"ZNF572"
"ZNFX1"
